word,Length,Syllables,Compound,Number of Vowels,Frequency,Silent Letters,Regular Plural,Irregular Plural,Syll/Vowels,Length/Syll,Vow/Length,PhonicLength,PL-L,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
shed,4,1,0,1,4.14,0,0,0,1,4,0.25,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
shelf,5,1,0,1,3.78,0,0,0,1,5,0.2,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ship,4,1,0,1,4.85,0,0,0,1,4,0.25,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
shop,4,1,0,1,4.87,0,0,0,1,4,0.25,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
cash,4,1,0,1,4.85,0,0,0,1,4,0.25,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mash,4,1,0,1,3.12,0,0,0,1,4,0.25,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dish,4,1,0,1,4.15,0,0,0,1,4,0.25,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
fish,4,1,0,1,4.97,0,0,0,1,4,0.25,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
brush,5,1,0,1,4.11,0,0,0,1,5,0.2,4,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bath,4,1,0,1,4.55,0,0,0,1,4,0.25,3,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
path,4,1,0,1,4.57,0,0,0,1,4,0.25,3,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cloth,5,1,0,1,3.97,0,0,0,1,5,0.2,4,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
clothes,7,1,0,2,5.05,0,0,0,0.5,7,0.285714286,5,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
seed,4,1,0,2,3.93,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weed,4,1,0,2,4.12,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feet,4,1,0,2,5.04,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meat,4,1,0,2,4.73,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
three,5,1,0,2,5.7,0,0,0,0.5,5,0.4,3,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tree,4,1,0,2,4.84,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
green,5,1,0,2,4.84,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
queen,5,1,0,3,4.78,0,0,0,0.333333333,5,0.6,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheep,5,1,0,2,4.24,0,0,0,0.5,5,0.4,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sleep,5,1,0,2,5.44,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweep,5,1,0,2,3.93,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweet,5,1,0,2,5.13,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wood,4,1,0,2,4.45,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
book,4,1,0,2,5.23,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cook,4,1,0,2,4.73,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
look,4,1,0,2,6.27,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wool,4,1,0,2,3.55,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
foot,4,1,0,2,4.82,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
quack,5,1,0,2,3.38,0,0,0,0.5,5,0.4,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squid,5,1,0,2,3.7,0,0,0,0.5,5,0.4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
liquid,6,2,0,3,3.97,0,0,0,0.666666667,3,0.5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nail,4,1,0,2,4.22,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
brain,5,1,0,2,4.9,0,0,0,0.5,5,0.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
drain,5,1,0,2,3.86,0,0,0,0.5,5,0.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
paint,5,1,0,2,4.56,0,0,0,0.5,5,0.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
rain,4,1,0,2,4.77,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
train,5,1,0,2,5.01,0,0,0,0.5,5,0.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
cage,4,1,0,2,4.14,0,0,0,0.5,4,0.5,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
page,4,1,0,2,4.5,0,0,0,0.5,4,0.5,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
cake,4,1,0,2,4.66,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
lake,4,1,0,2,4.55,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
date,4,1,0,2,5,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
wave,4,1,0,2,4.47,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
plane,5,1,0,2,4.85,0,0,0,0.5,5,0.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
grape,5,1,0,2,3.48,0,0,0,0.5,5,0.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
shape,5,1,0,2,4.49,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
plate,5,1,0,2,4.4,0,0,0,0.5,5,0.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
grave,5,1,0,2,4.43,0,0,0,0.5,5,0.4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
square,6,1,0,3,4.5,0,0,0,0.333333333,6,0.5,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bike,4,1,0,2,4.61,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
time,4,1,0,2,6.3,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wine,4,1,0,2,4.84,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pine,4,1,0,2,3.82,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mine,4,1,0,2,5.39,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kite,4,1,0,2,3.54,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
inside,6,2,0,3,5.41,0,0,0,0.666666667,3,0.5,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
smile,5,2,0,2,4.85,0,0,0,1,2.5,0.4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fire,4,2,0,2,5.3,0,0,0,1,2,0.5,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tyre,4,2,0,2,3.4,0,0,0,1,2,0.5,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
wire,4,2,0,2,4.26,0,0,0,1,2,0.5,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
coke,4,1,0,2,4.28,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hole,4,1,0,2,4.78,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
home,4,1,0,2,5.9,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dome,4,1,0,2,3.55,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pope,4,1,0,2,4.11,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rope,4,1,0,2,4.29,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hose,4,1,0,2,3.69,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nose,4,1,0,2,4.75,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vote,4,1,0,2,4.46,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
throne,6,1,0,2,3.97,0,0,0,0.5,6,0.333333333,5,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
stone,5,1,0,2,4.68,0,0,0,0.5,5,0.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
frozen,6,2,0,2,4.22,0,0,0,1,3,0.333333333,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
cube,4,1,0,2,3.52,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chute,5,1,0,2,3.27,0,0,0,0.5,5,0.4,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fuse,4,1,0,2,3.66,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cane,4,1,0,2,3.83,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
mane,4,1,0,2,3.05,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
tape,4,1,0,2,4.71,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
pipe,4,1,0,2,4.19,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
robe,4,1,0,2,3.76,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
code,4,1,0,2,4.66,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tube,4,1,0,2,4,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cord,4,1,0,1,3.76,0,0,0,1,4,0.25,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fork,4,1,0,1,3.82,0,0,0,1,4,0.25,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fort,4,1,0,1,3.93,0,0,0,1,4,0.25,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
storm,5,1,0,1,4.52,0,0,0,1,5,0.2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
corn,4,1,0,1,4.12,0,0,0,1,4,0.25,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
morning,7,2,0,2,5.6,0,0,0,1,3.5,0.285714286,6,-1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
horse,5,1,0,2,4.87,0,0,0,0.5,5,0.4,4,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
north,5,1,0,1,4.81,0,0,0,1,5,0.2,4,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
port,4,1,0,1,4.16,0,0,0,1,4,0.25,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
comet,5,2,0,2,3.64,0,0,0,1,2.5,0.4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
night,5,1,0,1,5.85,0,0,0,1,5,0.2,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stack,5,1,0,1,3.7,0,0,0,1,5,0.2,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rake,4,1,0,2,3.37,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
smoke,5,1,0,2,4.92,0,0,0,0.5,5,0.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bold,4,1,0,1,3.86,0,0,0,1,4,0.25,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cold,4,1,0,1,5.18,0,0,0,1,4,0.25,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gold,4,1,0,1,4.84,0,0,0,1,4,0.25,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pint,4,1,0,1,3.61,0,0,0,1,4,0.25,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
day,3,1,0,2,5.95,0,0,0,0.5,3,0.666666667,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
play,4,1,0,2,5.58,0,0,0,0.5,4,0.5,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
chair,5,1,0,2,4.55,0,0,0,0.5,5,0.4,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
hair,4,1,0,2,5.2,0,0,0,0.5,4,0.5,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stair,5,1,0,2,3.05,0,0,0,0.5,5,0.4,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
beach,5,1,0,2,4.71,0,0,0,0.5,5,0.4,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peach,5,1,0,2,3.71,0,0,0,0.5,5,0.4,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lead,4,1,0,2,4.89,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
read,4,1,0,2,5.36,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clean,5,1,0,2,5.09,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seat,4,1,0,2,4.9,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bow,3,1,0,1,4.32,0,0,0,1,3,0.333333333,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cow,3,1,0,1,4.52,0,0,0,1,3,0.333333333,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
brown,5,1,0,1,4.54,0,0,0,1,5,0.2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
clown,5,1,0,1,4.13,0,0,0,1,5,0.2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
crown,5,1,0,1,4.13,0,0,0,1,5,0.2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
town,4,1,0,1,5.24,0,0,0,1,4,0.25,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
powder,6,2,0,2,4.12,0,0,0,1,3,0.333333333,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
towel,5,1,0,2,4.13,0,0,0,0.5,5,0.4,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
owl,3,1,0,1,3.73,0,0,0,1,3,0.333333333,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
flower,6,2,0,2,4.49,0,0,0,1,3,0.333333333,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
shower,6,2,0,2,4.6,0,0,0,1,3,0.333333333,5,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
tower,5,2,0,2,4.4,0,0,0,1,2.5,0.4,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
paper,5,2,0,2,4.94,0,0,0,1,2.5,0.4,6,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
water,5,2,0,2,5.46,0,0,0,1,2.5,0.4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
herb,4,1,0,1,3.69,0,0,0,1,4,0.25,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
silver,6,2,0,2,4.38,0,0,0,1,3,0.333333333,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
sister,6,2,0,2,5.38,0,0,0,1,3,0.333333333,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
brother,7,2,0,2,5.63,0,0,0,1,3.5,0.285714286,6,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
mother,6,2,0,2,5.75,0,0,0,1,3,0.333333333,5,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
father,6,2,0,2,5.82,0,0,0,1,3,0.333333333,5,-1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
star,4,1,0,1,4.94,0,0,0,1,4,0.25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
card,4,1,0,1,4.91,0,0,0,1,4,0.25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
market,6,2,0,2,4.7,0,0,0,1,3,0.333333333,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
park,4,1,0,1,4.87,0,0,0,1,4,0.25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
shark,5,1,0,1,4.26,0,0,0,1,5,0.2,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
farm,4,1,0,1,4.51,0,0,0,1,4,0.25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,3,1,0,1,4.73,0,0,0,1,3,0.333333333,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bird,4,1,0,1,4.67,0,0,0,1,4,0.25,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
girl,4,1,0,1,5.78,0,0,0,1,4,0.25,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
birthday,8,2,0,3,5.07,0,0,0,0.666666667,4,0.375,8,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
shirt,5,1,0,1,4.7,0,0,0,1,5,0.2,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
thirteen,8,2,0,3,3.83,0,0,0,0.666666667,4,0.375,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
thirty,6,2,0,2,4.47,0,0,0,1,3,0.333333333,5,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
steal,5,2,0,2,4.75,0,0,0,1,2.5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steam,5,1,0,2,3.91,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cream,5,1,0,2,4.63,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deer,4,2,0,2,3.99,0,0,0,1,2,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spear,5,2,0,2,3.74,0,0,0,1,2.5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
road,4,1,0,2,5.08,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
toad,4,1,0,2,3.63,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
loaf,4,1,0,2,3.43,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cloak,5,1,0,2,3.46,0,0,0,0.5,5,0.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
oak,3,1,0,2,3.63,0,0,0,0.5,3,0.666666667,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
soap,4,1,0,2,4.18,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
boat,4,1,0,2,4.93,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
coat,4,1,0,2,4.46,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
goat,4,1,0,2,4.11,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
oat,3,1,0,2,2.43,0,0,0,0.5,3,0.666666667,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
coach,5,1,0,2,4.69,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
goal,4,1,0,2,4.54,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
toast,5,1,0,2,4.41,0,0,0,0.5,5,0.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
roast,5,1,0,2,3.92,0,0,0,0.5,5,0.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
snow,4,1,0,1,4.61,0,0,0,1,4,0.25,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
yellow,6,2,0,3,4.5,0,0,0,0.666666667,3,0.5,5,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
coin,4,1,0,2,4.06,0,0,0,0.5,4,0.5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
foil,4,1,0,2,3.19,0,0,0,0.5,4,0.5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
oil,3,1,0,2,4.59,0,0,0,0.5,3,0.666666667,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
soil,4,1,0,2,4.06,0,0,0,0.5,4,0.5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
spring,6,1,0,1,4.57,0,0,0,1,6,0.166666667,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
butter,6,2,0,2,4.22,0,0,0,1,3,0.333333333,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
button,6,2,0,2,4.37,0,0,0,1,3,0.333333333,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dinner,6,2,0,2,5.17,0,0,0,1,3,0.333333333,5,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ladder,6,2,0,2,3.95,0,0,0,1,3,0.333333333,5,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
letter,6,2,0,2,4.93,0,0,0,1,3,0.333333333,5,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
puppet,6,2,0,2,3.87,0,0,0,1,3,0.333333333,5,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
puppy,5,2,0,2,4.07,0,0,0,1,2.5,0.4,4,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rabbit,6,2,0,2,4.3,0,0,0,1,3,0.333333333,5,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
summer,6,2,0,2,4.86,0,0,0,1,3,0.333333333,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tennis,6,2,0,2,4.03,0,0,0,1,3,0.333333333,5,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
bubble,6,2,0,2,3.92,0,0,0,1,3,0.333333333,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
paddle,6,2,0,2,3.55,0,0,0,1,3,0.333333333,5,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
apple,5,2,0,2,4.34,0,0,0,1,2.5,0.4,4,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kettle,6,2,0,2,3.52,0,0,0,1,3,0.333333333,5,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
puzzle,6,2,0,2,3.82,0,0,0,1,3,0.333333333,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
candle,6,2,0,2,3.96,0,0,0,1,3,0.333333333,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
needle,6,2,0,3,3.99,0,0,0,0.666666667,3,0.5,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
noodle,6,2,0,3,3.76,0,0,0,0.666666667,3,0.5,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
poodle,6,2,0,3,3.33,0,0,0,0.666666667,3,0.5,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
angle,5,2,0,2,4.14,0,0,0,1,2.5,0.4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ankle,5,2,0,2,3.88,0,0,0,1,2.5,0.4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
table,5,2,0,2,4.94,0,0,0,1,2.5,0.4,6,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
cloud,5,1,0,2,4.2,0,0,0,0.5,5,0.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pound,5,1,0,2,4.14,0,0,0,0.5,5,0.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
flour,5,2,0,2,3.64,0,0,0,1,2.5,0.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
house,5,1,0,3,5.73,0,0,0,0.333333333,5,0.6,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mouse,5,1,0,3,4.29,0,0,0,0.333333333,5,0.6,4,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mouth,5,1,0,2,5.06,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
south,5,1,0,2,4.8,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
blue,4,1,0,2,4.97,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
balloon,7,2,0,3,3.88,0,0,0,0.666666667,3.5,0.428571429,6,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
school,6,1,0,2,5.57,1,0,0,0.5,6,0.333333333,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
money,5,2,0,3,5.88,0,0,0,0.666666667,2.5,0.6,4,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
boats,5,1,0,2,4.93,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
books,5,1,0,2,5.23,0,1,0,0.5,5,0.4,3,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
chairs,6,1,0,2,4.55,0,1,0,0.5,6,0.333333333,4,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
coins,5,1,0,2,4.06,0,1,0,0.5,5,0.4,4,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
goals,5,1,0,2,4.54,0,1,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rooms,5,1,0,2,4.41,0,1,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
